market,MKT_CUSTOMER_ID_C,SSA_TRADE_N,billing_country,FINIS,MLI,MDSMT_MNTHYR_Y,LOC_BDN,gross_revenue,billed_revenue,gross_pieces
NLD,06600,Gerritse Oss,NLD, 2792364,0522,202504,212.149921435,237.663454652,236.487174576,5.0
NLD,06600,Gerritse Oss,NLD, 5271712,0109,202504,-13.210093354,-14.798763071,-14.720068277,-1.0
NLD,06600,Gerritse Oss,NLD, 6789160,0022,202504,-1.099916813,-1.232194798,-1.220804762,-1.0
NLD,06600,Gerritse Oss,NLD, 2635220,0551,202501,264.039957737,295.793880573,294.382120423,14.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 2580321,0069,202501,662.131399481,741.760519054,738.030975851,9.0
NLD,06600,Gerritse Oss,NLD, 2715010,0704,202501,473.599077898,530.554959515,528.764434446,160.0
NLD,06600,Gerritse Oss,NLD, 2593461,0523,202501,443.300355393,496.612457846,494.148333803,22.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 2711694,0006,202501,36.869657093,41.303668735,41.103525908,3.0
NLD,06600,Gerritse Oss,NLD, 2581162,0028,202501,1153.960234367,1292.737579101,1286.285663047,2.0
NLD,10300,Gerritse Culemborg,NLD, 2689667,0068,202501,93.579867448,104.833951547,104.318529968,2.0
NLD,06600,Gerritse Oss,NLD, 2706400,0093,202501,1944.860243973,2178.752654211,2167.863162806,2.0
NLD,06600,Gerritse Oss,NLD, 2713313,0570,202501,357.070406301,400.012339128,397.995846352,6.0
NLD,06600,Gerritse Oss,NLD, 2608131,0444,202501,529.201805782,592.844572012,589.930664628,20.0
NLD,06600,Gerritse Oss,NLD, 2622495,0444,202501,87.580443761,98.113026318,97.619125473,1.0
NLD,10300,Gerritse Culemborg,NLD, 2675955,0010,202501,187.050235328,209.545234911,208.491794981,1.0
NLD,10300,Gerritse Culemborg,NLD, 2695483,0559,202501,235.549899145,263.877556011,262.556182943,1.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 2727530,0025,202501,269.970223802,302.43733116,300.924423559,1.0
NLD,19800,Hekkert Maastricht B.V.,NLD, 2589874,0205,202501,23.389683988,26.202569685,26.068065097,1.0
NLD,23400,Autobedrijf Poll B.V.,NLD, 2592939,0517,202501,7.710114302,8.637346592,8.592153051,1.0
NLD,10300,Gerritse Culemborg,NLD, 2715824,0201,202501,115.649793488,129.558046806,128.908120639,1.0
